business_id,name,yname,yid,latitude,longitude,ylat,ylong,cneighborhood,yprice_category,price_min,ccategory,insp_count,score,ycount,yrating
33700,CASA GUADALUPE #3,Casa Guadalupe 3,casa-guadalupe-3-san-francisco-2,37.749194,-122.418116,37.7492294,-122.4178772,mission,1,$0.00 ,ingredients,3,88.33,17,4
33709,PHILZ COFFEE,Philz Coffee,philz-coffee-san-francisco-3,37.775487,-122.393661,37.77555828,-122.393387,soma,1,$0.00 ,coffeetea,3,90,1329,4.5
33710,PHILZ COFFEE,Philz Coffee,philz-coffee-san-francisco,37.752455,-122.414116,37.7523971,-122.4142637,mission,1,$0.00 ,coffeetea,3,94,1580,4.5
33712,"SNOW GARDEN, LLC",Snow Garden,snow-garden-san-francisco,37.793598,-122.406097,37.79362723,-122.4060785,chinatown,1,$0.00 ,chinese,3,82,106,3
33728,SPLIT PEA SEDUCTION,Split Pea Seduction,split-pea-seduction-san-francisco,37.774722,-122.406761,37.7803635,-122.4081286,soma,2,$11.00 ,fastfood,2,95,257,4
33731,LOLO,Lolo Cevicheria,lolo-cevicheria-san-francisco,37.755456,-122.419432,37.7555053,-122.4195296,mission,2,$11.00 ,european,2,87.5,171,4
33747,PIER 23 CAFE INC,Pier 23 Cafe,pier-23-cafe-san-francisco,37.802673,-122.400867,37.80337558,-122.4008864,northbeach,2,$11.00 ,seafood,3,80.33,1292,3.5
33831,BLUSH,Blush!,blush-san-francisco,37.761209,-122.4351,37.76112154,-122.4350812,castro,2,$11.00 ,bars,3,88.67,239,4
33837,LOTTA'S BAKERY,Lotta's Bakery,lottas-bakery-san-francisco,37.792593,-122.421019,37.79276,-122.42083,nobhill,1,$0.00 ,bakeries,3,93.33,165,4.5
33851,THEE PARKSIDE,Thee Parkside,thee-parkside-san-francisco,37.764987,-122.399872,37.76516,-122.39988,potrerohill,1,$0.00 ,bars,2,92,318,4
33865,NABE,Nabe,nabe-san-francisco-3,37.758941,-122.48591,37.76369301,-122.4663469,sunset,2,$11.00 ,asian,2,83.5,361,4
33884,DOS AMIGOS,Taqueria Dos Amigos,taqueria-dos-amigos-san-francisco,37.772054,-122.404528,37.7720567,-122.4045159,soma,1,$0.00 ,mexican,2,89.5,151,3.5
33911,B STAR,B Star Bar,b-star-bar-san-francisco,37.783093,-122.460649,37.78298,-122.46065,richmond,2,$11.00 ,asian,3,81,1577,4
33916,EXTREME PIZZA,Extreme Pizza - Soma District,extreme-pizza-soma-district-san-francisco,37.777374,-122.407108,37.77753448,-122.4072647,soma,2,$11.00 ,fastfood,2,94,370,3
33920,LALITA THAI RESTAURANT & BAR,Lalita Exotic Thai Cuisine & Bar,lalita-exotic-thai-cuisine-and-bar-san-francisco,37.780989,-122.413686,37.7810654,-122.4136958,downtown,2,$11.00 ,bars,3,71,249,3
33935,AVEDANO'S,Avedano's Holly Park Market,avedanos-holly-park-market-san-francisco-2,37.739466,-122.41895,37.7396431,-122.418869,bernalheights,3,$31.00 ,ingredients,5,93.8,145,4
33940,THE GOOD LIFE GROCERY,Good Life Grocery,good-life-grocery-san-francisco-2,37.760018,-122.396813,37.7602199,-122.39683,potrerohill,2,$11.00 ,grocery,3,93.33,112,4
33999,DUK HING CHINESE DELI & MEAT INC.,Duk Hing Chinese Deli & Meat,duk-hing-chinese-deli-and-meat-san-francisco,37.796484,-122.408394,37.7964516,-122.4085464,chinatown,2,$11.00 ,fastfood,3,87.67,9,3.5
34033,CAFE MEUSE,Cafe Meuse,cafe-meuse-san-francisco-2,37.795468,-122.418474,37.7955072,-122.4184807,nobhill,2,$11.00 ,bars,2,95,203,4
34046,OCEANVIEW MARKET AND DELI,Oceanview Market & Deli,oceanview-market-and-deli-san-francisco,37.779373,-122.4999,37.77908707,-122.4998932,richmond,2,$11.00 ,grocery,4,100,6,2.5
34066,JITLADA THAI CUISINE,Jitlada Thai Cuisine,jitlada-thai-cuisine-san-francisco,37.785872,-122.437335,37.78701,-122.42976,pacificheights,2,$11.00 ,thai,3,88,505,4
34102,THE BROKEN RECORD,Broken Record,broken-record-san-francisco,37.71444,-122.436835,37.71438737,-122.4369419,excelsior,1,$0.00 ,bars,2,94,1203,4
34126,NOB HILL GRILLE,Nob Hill Grille,nob-hill-grille-san-francisco,37.789914,-122.417214,37.78986,-122.41746,nobhill,2,$11.00 ,american,3,82,958,4
34143,CELLO,Cello Kebob & Pizza,cello-kebob-and-pizza-san-francisco,37.790897,-122.397318,37.79052,-122.39719,financialdistrict,1,$0.00 ,fastfood,1,90,168,2.5
34144,PIZZA JOINT,Pizza Joint,pizza-joint-san-francisco,37.732008,-122.405471,37.73203286,-122.4055652,excelsior,1,$0.00 ,fastfood,3,86.67,225,2.5
34161,BUCA DI BEPPO,Buca di Beppo Italian Restaurant,buca-di-beppo-italian-restaurant-san-francisco,37.782257,-122.403932,37.7826,-122.40353,soma,2,$11.00 ,italian,2,87.5,1343,3
34179,GITANE RESTAURANT AND BAR,Gitane Restaurant,gitane-restaurant-san-francisco,37.790353,-122.403973,37.79027203,-122.4042373,downtown,3,$31.00 ,french,3,91.67,1261,4
34184,WIN'S RESTAURANT,Win's Restaurant,wins-restaurant-san-francisco,37.742048,-122.499002,37.74217,-122.49901,sunset,1,$0.00 ,chinese,4,86.5,184,3.5
34186,ANGEL CAFE AND DELI,Angel Cafe & Deli,angel-cafe-and-deli-san-francisco,37.786528,-122.415064,37.78666,-122.41509,nobhill,1,$0.00 ,coffeetea,3,97.33,218,4
34201,TROUBLE COFFEE COMPANY,Trouble Coffee Company,trouble-coffee-company-san-francisco,37.760469,-122.505349,37.7603287,-122.505439,sunset,1,$0.00 ,coffeetea,4,100,934,3.5
34221,"CAMPTON PLACE SF, A TAJ HOTEL-RESTAURANT",Campton Place Restaurant,campton-place-restaurant-san-francisco,37.789128,-122.406847,37.789226,-122.406569,downtown,4,$61.00 ,american,4,80,606,4
34222,"CAMPTON PLACE SF, A TAJ HOTEL-EMPLOYEE CAFETERIA",Campton Place Restaurant,campton-place-restaurant-san-francisco,37.789128,-122.406847,37.789226,-122.406569,downtown,4,$61.00 ,american,4,89.75,606,4
34244,VITAL TEA LEAF INC,Vital Tea Leaf,vital-tea-leaf-san-francisco-2,37.795303,-122.406514,37.79527,-122.40668,chinatown,2,$11.00 ,coffeetea,3,98,65,4
34388,PIZZA ORGASMICA,Pizza Orgasmica,pizza-orgasmica-san-francisco,37.798764,-122.435874,37.79872513,-122.4361191,marina,1,$0.00 ,fastfood,4,81,807,3
34395,E TUTTO QUA,E' Tutto Qua,e-tutto-qua-san-francisco,37.797665,-122.406273,37.7977562,-122.40625,northbeach,2,$11.00 ,italian,2,86.5,1613,4
34411,GABBY CAFE & DELI,Gabby Cafe,gabby-cafe-san-francisco,37.787808,-122.390703,37.78794085,-122.3903164,soma,1,$0.00 ,bars,1,100,51,3.5
34418,SPQR,SPQR,spqr-san-francisco,37.787295,-122.433535,37.78725,-122.43376,pacificheights,3,$31.00 ,italian,3,97.33,1699,3.5
34423,RED SEA MARKET,Red Sea Market,red-sea-market-san-francisco,37.72886,-122.440138,37.72872543,-122.4399567,mission,1,$0.00 ,grocery,4,95.25,202,4.5
34434,FANG'S,Fang,fang-san-francisco-2,37.785654,-122.399729,37.785795,-122.399874,financialdistrict,2,$11.00 ,chinese,2,79,1192,3.5
34451,THEO'S CHEESE STEAK SHOP,Theo's CheeseSteak Shop,theos-cheesesteak-shop-san-francisco,37.791864,-122.393172,37.79239655,-122.393631,financialdistrict,1,$0.00 ,fastfood,2,100,200,3.5
34458,AYOLA,Ayola,ayola-san-francisco-2,37.791185,-122.404144,37.79114,-122.40431,chinatown,1,$0.00 ,european,3,93,282,4
34505,WHOLE FOODS MARKET,Whole Foods Market Potrero,whole-foods-market-potrero-san-francisco,37.764139,-122.402545,37.76411438,-122.4026642,potrerohill,3,$31.00 ,grocery,4,91.75,429,3.5
34585,HING WANG BAKERY,Hing Wang Bakery,hing-wang-bakery-san-francisco,37.762174,-122.465809,37.762107,-122.46584,sunset,1,$0.00 ,chinese,3,67,88,3.5
34591,LA LAGUNA,La Laguna Taqueria,la-laguna-taqueria-san-francisco,37.741752,-122.388402,37.74184799,-122.3885803,bayviewhunterspoint,1,$0.00 ,mexican,2,92,91,4
34611,NAPOLEON SUPER BAKERY CORP,Napoleon Super Bakery,napoleon-super-bakery-san-francisco,37.795594,-122.408204,37.79554,-122.40848,chinatown,1,$0.00 ,bakeries,3,78.67,212,4
34635,S B HOUSE  INC.,Shabu House,shabu-house-san-francisco,37.780933,-122.474922,37.78084946,-122.4749222,richmond,2,$11.00 ,japanese,2,92,1377,4
34649,MAY'S COFFEE SHOP,May's Coffee Shop,mays-coffee-shop-san-francisco,37.785457,-122.430317,37.785354,-122.4303915,pacificheights,1,$0.00 ,coffeetea,4,94.25,194,3
34662,HORIZON RESTAURANT,Horizon Restaurant and Lounge,horizon-restaurant-and-lounge-san-francisco,37.798088,-122.405368,37.79804684,-122.4056695,northbeach,2,$11.00 ,american,2,74.5,290,3
34665,LE PETIT LAURENT,Le P'tit Laurent,le-ptit-laurent-san-francisco-2,37.734483,-122.433729,37.73436182,-122.433788,twinpeaks,2,$11.00 ,french,4,88.5,642,4
34676,GOLDEN KIM TAR RESTAURANT,Golden Kim Tar,golden-kim-tar-san-francisco,37.781786,-122.417147,37.7818482,-122.4170559,downtown,1,$0.00 ,chinese,3,69.33,225,3.5
34685,TACOLICIOUS,Pacific Catch,pacific-catch-san-francisco,37.800733,-122.436756,37.80057,-122.43652,marina,2,$11.00 ,seafood,3,82.33,1389,4
34708,PIQUEOS LLC,Piqueo's,piqueos-san-francisco,37.738893,-122.414078,37.7387299,-122.41407,bernalheights,3,$31.00 ,latinamerican,5,92,572,4
34710,DOLCE GELATO,Cup A Joe Coffeehouse,cup-a-joe-coffeehouse-san-francisco,37.788367,-122.415474,37.7886,-122.41502,nobhill,1,$0.00 ,coffeetea,3,94.67,284,3.5
34726,SPRUCE,Spruce,spruce-san-francisco,37.787478,-122.452723,37.787621,-122.452734,pacificheights,4,$61.00 ,american,3,86.67,1583,4
34728,PETE'S TAVERN,Pete's Tavern,petes-tavern-san-francisco,37.779343,-122.390519,37.7795,-122.39071,soma,2,$11.00 ,bars,3,96.67,510,3.5
34746,MARINA PIZZA & PASTA,Marina Pizza and Caffe,marina-pizza-and-caffe-san-francisco,37.799716,-122.436685,37.7996178,-122.4367164,marina,1,$0.00 ,fastfood,4,88.25,195,3
34749,CHATZ COFFEE,Chatz Roasting Company,chatz-roasting-company-san-francisco-2,37.786529,-122.397827,37.78669,-122.39774,financialdistrict,1,$0.00 ,coffeetea,3,98,67,4
34787,HOLLYWOOD FOOD CENTER,Hollywood Food Center,hollywood-food-center-san-francisco,37.780148,-122.485532,37.78036,-122.48554,richmond,3,$31.00 ,grocery,4,98.5,3,2.5
34814,THE IRISH BANK BAR & RESTAURANT,The Irish Bank Bar & Restaurant,the-irish-bank-bar-and-restaurant-san-francisco,37.790324,-122.404774,37.79042803,-122.4047796,downtown,2,$11.00 ,european,3,87.67,922,3.5
34885,CHOP STICKS FAST FOOD,Chopsticks,chopsticks-san-francisco-3,37.724503,-122.434934,37.72435583,-122.4350088,excelsior,1,$0.00 ,chinese,4,81,71,4
34910,PICCOLO ITALIA PIZZA,Piccolo Pizza,piccolo-pizza-san-francisco-15,37.785121,-122.417854,37.7850558,-122.4177129,downtown,1,$0.00 ,italian,5,90.8,188,3.5
34989,CAFE MUSE,Cafe Muse,cafe-muse-san-francisco,37.773689,-122.46597,37.7737156,-122.4660674,richmond,1,$0.00 ,coffeetea,4,95,61,3
34992,COVA HOTEL,Cova Hotel,cova-hotel-san-francisco,37.784323,-122.416907,37.78401,-122.417,downtown,2,$11.00 ,venue,1,100,128,3.5
35026,MANGOSTEEN,Mangosteen,mangosteen-san-francisco,37.783444,-122.417584,37.7834053,-122.4178162,downtown,2,$11.00 ,vietnamese,2,73,450,3.5
35199,PHO #1,Pho #1,pho-1-san-francisco-2,37.729254,-122.40426,37.72934,-122.404,excelsior,1,$0.00 ,vietnamese,3,92,163,3
35221,GOLDEN FLOWER VIETNAMESE RESTAURANT,Golden Flower Vietnamese Restaurant,golden-flower-vietnamese-restaurant-san-francisco,37.796026,-122.406202,37.7959435,-122.4061956,chinatown,1,$0.00 ,vietnamese,5,81.4,369,3.5
35240,NEW SAN WANG RESTAURANT,San Wang Restaurant,san-wang-restaurant-san-francisco,37.785676,-122.429476,37.7857811,-122.4292405,pacificheights,2,$11.00 ,chinese,3,91,359,3.5
35418,ETERNAL SPRINGS,Eternal Springs,eternal-springs-san-francisco,37.782818,-122.467442,37.7830658,-122.4674759,richmond,1,$0.00 ,fastfood,3,95.67,102,3.5
35425,LOCAL KITCHEN & WINE MERCHANT,Local Kitchen & Wine Merchant,local-kitchen-and-wine-merchant-san-francisco-2,37.681741,-122.481424,37.78678513,-122.3942184,soma,2,$11.00 ,bars,3,87.33,939,3.5
35447,SPARKY'S PIZZA & DINER,Sparky's Pizza & Diner,sparkys-pizza-and-diner-san-francisco,37.766667,-122.428894,37.76662208,-122.4289128,castro,2,$11.00 ,american,2,76.5,883,2.5
35464,BERNIE'S,Bernie's,bernies-san-francisco,37.751533,-122.431118,37.7516043,-122.4311572,noevalley,1,$0.00 ,coffeetea,3,91.33,273,4.5
35469,SUBWAY #36339,Subway,subway-san-francisco-27,37.779466,-122.410903,37.7792,-122.41053,soma,1,$0.00 ,fastfood,3,87.33,34,2.5
35503,LEFT COAST CATERING AND CAFE,Left Coast Catering,left-coast-catering-san-francisco,37.762368,-122.388877,37.725022,-122.387911,bayviewhunterspoint,2,$11.00 ,venue,2,96,54,5
35507,MARINA MEATS INC.,Marina Supermarket,marina-supermarket-san-francisco,37.799944,-122.442716,37.80004631,-122.4415191,marina,2,$11.00 ,grocery,4,82.5,96,4
35591,THE MONK'S KETTLE,The Monk's Kettle,the-monks-kettle-san-francisco,37.764814,-122.422979,37.76472909,-122.4229749,mission,2,$11.00 ,bars,3,99.33,1965,4
35659,77 CHINESE CUISINE,Happy Donut,happy-donut-san-francisco-4,37.791984,-122.399754,37.7914474,-122.3998618,financialdistrict,1,$0.00 ,fastfood,4,75.5,184,3.5
35671,CHAAT CAFE EXPRESS,Chaat Cafe Express,chaat-cafe-express-san-francisco,37.789064,-122.402861,37.78894175,-122.4029633,financialdistrict,1,$0.00 ,indian,3,83.33,184,3
35702,MENKEE WONTON,Menkee Wonton,menkee-wonton-san-francisco,37.753954,-122.481866,37.7538646,-122.482019,sunset,1,$0.00 ,chinese,3,84.33,134,3.5
35771,STARBUCKS COFFEE,Starbucks,starbucks-san-francisco-171,37.788918,-122.408507,37.78898,-122.40822,downtown,1,$0.00 ,coffeetea,4,96.5,109,3
35784,THAILAND RESTAURANT,Thailand Restaurant,thailand-restaurant-san-francisco,37.761757,-122.435151,37.761862,-122.435404,castro,2,$11.00 ,thai,4,88,237,3
35786,SUBWAY #33355,Subway,subway-san-francisco-43,37.723054,-122.483612,37.723288,-122.482247,sunset,1,$0.00 ,fastfood,5,94.4,59,2.5
35790,STARBUCKS COFFEE,Starbucks,starbucks-san-francisco-126,37.767692,-122.393977,37.76702,-122.39361,soma,1,$0.00 ,coffeetea,4,99.5,30,4
35805,HARD KNOX CAFE,Hard Knox Cafe,hard-knox-cafe-san-francisco,37.782008,-122.485732,37.75752,-122.38858,richmond,2,$11.00 ,american,3,90,1832,4
35852,BEACH STREET GRILL,Beach Street Grill Organic restaurant,beach-street-grill-organic-restaurant-san-francisco-4,37.807358,-122.415294,37.8074099,-122.4153311,northbeach,2,$11.00 ,american,3,84.67,268,3.5
35855,LAVA RESTAURANT & LOUNGE,Lava Lounge,lava-lounge-san-francisco,37.780728,-122.396522,37.7805748,-122.3963928,soma,2,$11.00 ,bars,2,88.5,232,3.5
35862,TOAST EATERY,Toast Eatery,toast-eatery-san-francisco-2,37.751423,-122.431618,37.75124359,-122.4316254,noevalley,2,$11.00 ,american,3,94,336,3
35884,TORTILLA KITCHEN,Tortilla Kitchen at Macy's,tortilla-kitchen-at-macys-san-francisco,37.786548,-122.407313,37.7868326,-122.4074627,downtown,1,$0.00 ,mexican,4,90.25,42,3
36001,SUBWAY SANDWICHES,Subway,subway-san-francisco-9,37.808407,-122.414099,37.80836329,-122.4141037,northbeach,1,$0.00 ,fastfood,4,92.75,21,1.5
36014,CATCH,Catch,catch-san-francisco,37.763263,-122.43446,37.763428,-122.434638,castro,3,$31.00 ,seafood,2,86,800,3.5
36020,CADILLAC MARKET,Cadillac Grocery,cadillac-grocery-san-francisco,37.783464,-122.415829,37.78348848,-122.4157096,downtown,1,$0.00 ,grocery,1,84,1,3
36022,WOK IN CHINESE AMERICAN FOOD,Wok-In Cafeteria,wok-in-cafeteria-san-francisco,37.743419,-122.383536,37.74370956,-122.3840408,bayviewhunterspoint,1,$0.00 ,chinese,3,81,30,4
36023,BLUE BARN GOURMET,Blue Barn Gourmet,blue-barn-gourmet-san-francisco,37.800536,-122.43797,37.8004265,-122.4380926,marina,2,$11.00 ,fastfood,4,94.5,756,4
36024,R. IMAGE MARKET,R Image Market,r-image-market-san-francisco-2,37.750967,-122.414014,37.75101,-122.41424,mission,1,$0.00 ,fastfood,3,91.33,101,4.5
36048,NAS COFFEE,Nas Coffee,nas-coffee-san-francisco,37.792577,-122.393992,37.7924983,-122.3931387,financialdistrict,1,$0.00 ,coffeetea,3,97.67,33,4
36160,ZABB,Zabb Thai Cuisine,zabb-thai-cuisine-san-francisco,37.726489,-122.433485,37.7265692,-122.4335853,excelsior,2,$11.00 ,thai,4,96,234,4
36177,SUBWAY SANDWICHES,Subway,subway-san-francisco-66,37.790639,-122.404543,37.7904129,-122.40448,downtown,1,$0.00 ,fastfood,3,98,25,2.5
36178,SUBWAY SANDWICHES,Subway,subway-san-francisco-62,37.793117,-122.402706,37.79312097,-122.4026801,financialdistrict,1,$0.00 ,fastfood,4,92.25,39,3
36179,SAGE CAFE,The Sage Cafe,the-sage-cafe-san-francisco,37.777988,-122.422209,37.77797319,-122.4222301,westernaddition,1,$0.00 ,fastfood,2,69.5,72,3.5
36201,PACIFIC CATCH,Pacific Catch,pacific-catch-san-francisco-2,37.758941,-122.48591,37.76567,-122.46619,sunset,2,$11.00 ,seafood,3,85.67,1490,3.5
36205,ANCHOR & HOPE,Anchor & Hope,anchor-and-hope-san-francisco,37.787877,-122.398872,37.78774643,-122.3987656,financialdistrict,3,$31.00 ,seafood,2,92.5,1327,3.5
36208,SILVER CAFE,Silver Cafe,silver-cafe-san-francisco,37.728582,-122.431482,37.72865,-122.43157,mission,1,$0.00 ,fastfood,3,90.67,30,4
36213,SENS RESTAURANT,Sens Restaurant,sens-restaurant-san-francisco,37.795108,-122.396184,37.795215,-122.396099,financialdistrict,2,$11.00 ,middleeastern,2,96.5,766,3.5
36274,RUBIO'S FRESH MEXICAN GRILL,Rubio's,rubios-san-francisco-3,37.795108,-122.396184,37.79543882,-122.3964328,financialdistrict,1,$0.00 ,mexican,2,97,183,3.5
